OTU_ID	CK0_1	CK0_2	CK0_3	GCP11_1	GCP11_2	GCP11_3	GCP16_1	GCP16_2	GCP16_3	GCP18_1	GCP18_2	GCP18_3	GCP19_1	GCP19_2	GCP19_3	GCP01_1	GCP01_2	GCP01_3	GCP02_1	GCP02_2	GCP02_3	GCP03_1	GCP03_2	GCP03_3	GCP04_1	GCP04_2	GCP04_3	GCP05_1	GCP05_2	GCP05_3	GCP06_1	GCP06_2	GCP06_3	GCP08_1	GCP08_2	GCP08_3
OTU_517	0	0	0	0	1	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	4
OTU_519	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	4	3	1	0	0	0	3	1	1
OTU_52	1	0	0	37	15	14	155	93	15	6	1	1	1	1	7	8	0	0	1	0	0	98	29	0	51	38	0	16	6	0	1	0	0	13	4	7
OTU_520	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	7	6	7
OTU_523	0	0	0	2	3	2	2	3	2	2	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	3	0	1
OTU_528	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
OTU_529	0	0	0	0	1	0	1	2	0	1	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	5	0	0	0	2	3	0
OTU_53	0	0	1	0	0	0	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	25	116	277	96	4	0	0	0	0	0
OTU_531	0	0	0	0	7	5	2	2	5	5	5	11	7	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	4	6	6	3
OTU_54	0	0	0	7	2	9	0	3	4	3	1	2	1	0	8	3	0	1	3	1	3	0	0	0	4	14	59	118	60	31	3	3	2	4	5	3
OTU_547	0	0	0	0	1	3	1	1	2	1	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	1	1
OTU_55	1	0	1	10	7	16	12	14	4	0	0	2	13	7	11	0	0	0	1	0	3	9	33	2	84	29	39	31	104	116	3	5	2	14	6	0
OTU_553	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
OTU_554	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
OTU_556	0	0	0	339	361	182	111	126	172	299	442	301	469	343	505	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	517	350	614	393	427	512
OTU_557	0	0	0	12	3	4	5	2	8	7	7	6	8	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	15	18	9	9	14
OTU_558	0	0	0	249	350	159	93	121	136	257	340	249	317	249	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	154	284	364	407	413
OTU_56	0	0	0	3	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	12	90	1	5	0	0	0	1	0	0
OTU_560	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	6
OTU_563	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0
OTU_565	0	0	0	4	5	3	4	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	5	4	3	2
OTU_566	0	0	0	0	0	1	1	0	0	1	4	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
OTU_57	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	171	52	0	0	0	0	0	0
OTU_571	0	0	0	1	1	2	1	2	1	5	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2
OTU_572	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3
OTU_576	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	2	1	0	1	0	10	7	5
OTU_58	0	2	1	34	19	33	22	26	11	2	0	4	25	41	23	5	2	0	1	2	1	18	46	7	3	46	54	143	88	102	8	9	3	10	4	0
OTU_584	0	0	0	3	4	5	1	3	7	8	5	8	10	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	5	4	4	9
OTU_588	0	0	0	39	26	22	15	7	16	26	62	42	53	57	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	22	38	35	40	48
OTU_59	0	0	0	4	3	5	2	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	171	160	166
OTU_590	2	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3
OTU_595	0	0	0	36	45	50	31	33	49	45	45	47	48	48	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	112	126	46	42	54
OTU_596	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1
OTU_597	0	0	0	0	1	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	0	0	0	3	0	0	0	0	0	6	11	4
OTU_598	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU_599	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
OTU_6	14	33	12	398	308	532	428	326	239	45	13	124	304	554	537	896	550	669	55	108	37	690	1856	739	5849	2215	1031	1226	1373	1808	102	112	53	1029	578	107
OTU_60	0	3	2	19	23	23	101	49	19	1	0	2	7	9	12	1	0	1	0	0	3	7	1	0	90	18	54	94	69	94	3	3	2	10	6	2
OTU_600	0	0	0	29	33	7	0	0	148	202	17	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	166	29	13	15	19
OTU_601	0	0	0	8	5	10	7	1	3	9	4	5	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	6	7	4
OTU_605	0	0	0	0	2	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	2
OTU_61	1	1	2	8	8	49	24	21	8	2	1	0	14	25	18	1	0	2	2	1	5	15	34	1	82	4	35	78	92	129	9	1	4	31	12	8
OTU_612	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
OTU_613	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3
OTU_614	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU_616	0	0	0	6	8	4	1	3	1	5	3	1	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	5	6	3
OTU_62	0	0	1	53	18	15	6	6	0	1	1	5	1	5	8	0	0	0	0	0	1	0	0	0	0	2	0	0	31	25	0	1	0	10	5	7
OTU_620	0	0	0	3	1	6	1	5	21	9	16	12	10	13	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	4	4	4
OTU_621	0	0	0	4	1	3	3	0	2	0	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2
OTU_623	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4
OTU_624	0	0	0	2	2	0	6	12	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	2	3
OTU_63	1	0	1	7	13	2	57	38	2	5	1	5	4	3	4	1	0	1	148	1	2	107	196	249	29	24	0	101	95	46	0	0	1	6	7	4
OTU_64	11	0	1	0	0	0	1	0	0	0	0	0	0	0	0	33	72	94	0	0	0	8	15	18	2	0	0	0	0	0	0	0	0	0	0	0
OTU_65	0	0	0	1	0	4	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	29	57	37	7	0	26	21	67	40	0	0	1	1	0	0
OTU_66	0	0	1	0	1	4	52	4	0	0	0	4	0	5	15	0	0	0	1	0	0	0	5	0	54	0	51	3	84	25	0	0	0	1	0	1
OTU_67	0	0	0	17	12	6	63	39	61	1	0	1	3	2	3	0	0	0	0	0	0	5	0	0	2	0	0	13	13	0	0	0	0	2	1	1
OTU_68	0	0	0	46	62	30	26	18	20	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	15	0	0	8	68	7	0	0	0	0	0	0
OTU_69	0	0	0	6	6	2	9	2	2	0	1	4	2	4	6	1	1	0	2	2	0	17	50	44	1	0	23	206	82	34	2	16	9	2	5	3
OTU_7	24	21	3	306	280	536	400	310	267	46	56	147	85	166	174	38	15	7	43	30	22	395	617	4	359	1195	974	1263	2137	1810	182	118	66	546	343	339
OTU_70	0	0	0	0	0	0	2	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	18	0	15	36	6	32	0	0	0	1	2	0
OTU_71	1	0	0	6	4	34	31	14	0	0	0	1	0	0	4	3	0	2	16	0	0	0	7	4	14	71	15	207	86	64	0	2	0	6	6	4
OTU_72	0	0	0	0	0	132	0	0	4	1	0	2	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	9	6	17	1	0	0	2	1	1
OTU_73	1	0	0	7	6	33	4	17	1	1	0	1	0	2	2	0	0	0	0	0	0	331	10	29	0	0	5	38	62	10	2	0	1	0	1	0
OTU_74	0	0	0	2	4	5	3	2	5	0	2	1	0	1	4	0	0	0	0	0	0	16	15	14	1	1	17	36	42	49	0	0	1	4	0	0
OTU_76	0	0	0	1	4	1	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	28	26	48	0	0	0	0	2	0
OTU_77	0	0	0	6	3	79	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	6	1	0	0	3	20	24	2	4	0	3	1	2
OTU_78	0	0	0	3	12	0	1	1	1	0	0	1	0	5	7	0	0	0	0	0	0	35	20	16	0	0	2	17	10	20	0	1	1	14	12	17
OTU_8	0	0	0	34	6	11	0	2	144	0	1	0	0	0	0	0	0	0	0	0	0	0	9832	1209	0	0	0	20	4	1	0	0	0	0	0	0
OTU_80	0	1	0	8	4	5	4	14	7	4	0	0	3	2	19	2	0	1	2	0	1	0	16	0	9	1	27	45	45	108	1	4	2	20	5	1
OTU_81	0	1	3	0	0	0	97	39	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	4	3	0	17	0	0	0	0	3	0	0	0
OTU_82	0	2	1	13	31	12	20	16	7	7	5	6	3	0	5	2	0	0	2	0	0	8	0	0	15	2	3	6	15	20	2	4	8	30	36	20
OTU_83	0	0	0	10	8	16	14	15	7	0	0	0	4	6	0	0	0	0	1	0	0	1	1	2	1	0	7	3	25	0	0	0	0	5	4	3
OTU_84	0	1	0	0	0	0	65	14	5	1	0	4	1	0	2	0	0	0	0	0	0	6	0	0	0	0	0	13	0	0	0	0	0	0	0	0
OTU_85	0	0	0	10	4	9	4	6	15	1	0	4	6	8	14	0	0	0	1	0	0	8	14	0	0	1	27	14	59	64	1	0	4	2	2	0
OTU_86	0	0	0	13	6	16	16	11	11	1	3	0	4	3	5	0	0	1	1	1	0	16	8	0	5	33	10	56	18	57	4	7	0	15	17	13
OTU_87	0	0	1	1	0	0	16	0	0	11	6	40	1	0	0	2	5	4	0	0	0	6	14	0	17	0	0	1	43	27	4	33	12	6	0	1
OTU_88	0	1	0	3	9	1	19	4	117	0	0	6	8	3	9	0	0	0	0	2	0	22	18	0	0	0	9	24	45	54	4	3	1	1	0	1
OTU_89	0	0	0	6	3	3	23	9	9	1	0	1	1	4	3	0	0	1	340	608	3	2	5	23	11	38	20	69	10	63	0	1	0	7	2	0
OTU_9	0	0	0	1019	1092	166	7	10	4464	7663	697	8874	2	3	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	3231	7149	1656	411	423	392
OTU_90	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	146	212	2	0	0	0	0	8	0	2	0	0	0	0
OTU_91	0	49	1	14	1	3	0	1	4	1	124	7	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_92	0	0	0	14	8	1	0	0	44	643	74	363	0	4	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	132	182	145	13	13	10
OTU_93	0	1	0	2	0	4	0	0	0	1	0	0	2	3	3	0	0	0	0	0	0	3	0	0	0	0	8	26	0	0	0	0	0	1	0	0
OTU_95	0	0	0	8	0	0	36	14	0	2	2	4	0	1	0	0	0	0	0	0	0	13	13	0	2	0	0	4	0	0	0	0	0	15	5	15
OTU_96	12	7	6	0	5	5	9	13	4	7	3	6	3	2	6	56	30	30	5	11	11	18	4	6	33	18	9	117	45	58	3	3	0	6	6	5
OTU_99	1	1	1	5	3	5	22	8	0	1	0	18	1	1	0	0	0	0	0	0	0	0	0	1	8	24	17	40	71	8	0	0	2	3	3	0
